DATE,USALOLITONOSTSAM
1978-07-31,102.015872423105
1978-08-31,102.003549963391
1978-09-30,101.926400166513
1978-10-31,101.790833879445
1978-11-30,101.616120774059
1978-12-31,101.435102691663
1979-01-31,101.274832817694
1979-02-28,101.119267816536
1979-03-31,100.940450613173
1979-04-30,100.726085891595
1979-05-31,100.492978787319
1979-06-30,100.251426127325
1979-07-31,100.013216376044
1979-08-31,99.7888743060205
1979-09-30,99.5697445590164
1979-10-31,99.3377125753819
1979-11-30,99.0906034055653
1979-12-31,98.8343481798932
1980-01-31,98.5701459222819
1980-02-29,98.2826574312392
1980-03-31,98.0080450348258
1980-04-30,97.8561710704163
1980-05-31,97.9094568325496
1980-06-30,98.1981083957224
1980-07-31,98.6582154398342
1980-08-31,99.1754535246686
1980-09-30,99.6269816152521
1980-10-31,99.9237110778341
1980-11-30,100.042430239295
1980-12-31,100.023741209218
1981-01-31,99.9363536069981
1981-02-28,99.8265699914601
1981-03-31,99.7170503658261
1981-04-30,99.5800573925019
1981-05-31,99.3890244207516
1981-06-30,99.1572565342126
1981-07-31,98.9149187779594
1981-08-31,98.6660462084931
1981-09-30,98.3914732628063
1981-10-31,98.102966313309
1981-11-30,97.8196401574236
1981-12-31,97.5635107112195
1982-01-31,97.3227521311384
1982-02-28,97.0801367992656
1982-03-31,96.8616614006201
1982-04-30,96.7093537642697
1982-05-31,96.6382700891647
1982-06-30,96.6540190627673
1982-07-31,96.7458520303054
1982-08-31,96.9013707740693
1982-09-30,97.1240663787743
1982-10-31,97.4086678484933
1982-11-30,97.7653637037575
1982-12-31,98.202130309365
1983-01-31,98.7076375481046
1983-02-28,99.2579401216879
1983-03-31,99.8254226809893
1983-04-30,100.379788868334
1983-05-31,100.889038579817
1983-06-30,101.323688744265
1983-07-31,101.669392995207
1983-08-31,101.926971432293
1983-09-30,102.115129743791
1983-10-31,102.241376642113
1983-11-30,102.31088144221
1983-12-31,102.325417154805
1984-01-31,102.288234534519
1984-02-29,102.189191534728
1984-03-31,102.021762513489
1984-04-30,101.793402915761
1984-05-31,101.530733746729
1984-06-30,101.255222653762
1984-07-31,100.995437624014
1984-08-31,100.768111068052
1984-09-30,100.588007326538
1984-10-31,100.460759700832
1984-11-30,100.374362309209
1984-12-31,100.30990777372
1985-01-31,100.259961058825
1985-02-28,100.212987602371
1985-03-31,100.174316923625
1985-04-30,100.142789772944
1985-05-31,100.114987561754
1985-06-30,100.09110164357
1985-07-31,100.061851271033
1985-08-31,100.035412461262
1985-09-30,100.016541652544
1985-10-31,100.01107841532
1985-11-30,100.024875570242
1985-12-31,100.054017835371
1986-01-31,100.078392157946
1986-02-28,100.087165184015
1986-03-31,100.080911758156
1986-04-30,100.067761900042
1986-05-31,100.051998694515
1986-06-30,100.023539714576
1986-07-31,99.9790277280498
1986-08-31,99.9319963715996
1986-09-30,99.8909430556227
1986-10-31,99.865715518701
1986-11-30,99.8764586815477
1986-12-31,99.9470700827516
1987-01-31,100.086804865399
1987-02-28,100.274886019214
1987-03-31,100.471054934983
1987-04-30,100.65015986278
1987-05-31,100.798310554619
1987-06-30,100.90141871235
1987-07-31,100.942512844289
1987-08-31,100.902744925828
1987-09-30,100.786713958536
1987-10-31,100.621385009021
1987-11-30,100.454259878316
1987-12-31,100.338086064037
1988-01-31,100.279323350038
1988-02-29,100.269843899249
1988-03-31,100.299125252721
1988-04-30,100.353870105173
1988-05-31,100.422393310951
1988-06-30,100.485516655494
1988-07-31,100.523849664244
1988-08-31,100.541207484431
1988-09-30,100.545742554882
1988-10-31,100.545037809651
1988-11-30,100.539657314517
1988-12-31,100.522807693963
1989-01-31,100.474425028136
1989-02-28,100.377852773137
1989-03-31,100.2396274181
1989-04-30,100.083972426533
1989-05-31,99.934705564698
1989-06-30,99.8193122479671
1989-07-31,99.7487120385911
1989-08-31,99.7212746219069
1989-09-30,99.7237215630899
1989-10-31,99.7366308697248
1989-11-30,99.757777880277
1989-12-31,99.7847926697288
1990-01-31,99.8154026567266
1990-02-28,99.8425006451981
1990-03-31,99.841536686063
1990-04-30,99.7733690561884
1990-05-31,99.618591782238
1990-06-30,99.3595366857235
1990-07-31,99.001386164847
1990-08-31,98.5724048512919
1990-09-30,98.1386196471803
1990-10-31,97.7626034007162
1990-11-30,97.5036846319504
1990-12-31,97.4023974655696
1991-01-31,97.4582537307895
1991-02-28,97.6555568303498
1991-03-31,97.9469359872585
1991-04-30,98.2771207674032
1991-05-31,98.6074892108311
1991-06-30,98.9086632485586
1991-07-31,99.1384041555708
1991-08-31,99.2620360515339
1991-09-30,99.2855222682372
1991-10-31,99.2382606481087
1991-11-30,99.1694647629873
1991-12-31,99.136819557107
1992-01-31,99.1805197739476
1992-02-29,99.2931039232336
1992-03-31,99.445786930744
1992-04-30,99.5845654685884
1992-05-31,99.6729824883088
1992-06-30,99.7001277562038
1992-07-31,99.6911927769107
1992-08-31,99.6830700887816
1992-09-30,99.714463887733
1992-10-31,99.8069552553391
1992-11-30,99.9403610178423
1992-12-31,100.059861745175
1993-01-31,100.118144937127
1993-02-28,100.102974519377
1993-03-31,100.020258681148
1993-04-30,99.8983902007933
1993-05-31,99.7565730808645
1993-06-30,99.6371351250461
1993-07-31,99.5715400875417
1993-08-31,99.5830727369503
1993-09-30,99.6771184569635
1993-10-31,99.8446284558145
1993-11-30,100.057570269551
1993-12-31,100.293364872799
1994-01-31,100.514111942674
1994-02-28,100.694143148968
1994-03-31,100.829225308798
1994-04-30,100.915247257845
1994-05-31,100.953996996202
1994-06-30,100.950884866642
1994-07-31,100.919178576529
1994-08-31,100.872612392172
1994-09-30,100.812320978754
1994-10-31,100.731584330524
1994-11-30,100.609738117144
1994-12-31,100.436746939799
1995-01-31,100.207642333526
1995-02-28,99.9241875873864
1995-03-31,99.6144005499057
1995-04-30,99.3259671212644
1995-05-31,99.0981194424017
1995-06-30,98.9462334539609
1995-07-31,98.8582077992157
1995-08-31,98.8029691319882
1995-09-30,98.7549444660506
1995-10-31,98.7145632639405
1995-11-30,98.6950884236561
1995-12-31,98.7097912315627
1996-01-31,98.769005544824
1996-02-29,98.8792186139746
1996-03-31,99.0295388001837
1996-04-30,99.1882313517141
1996-05-31,99.3369092046554
1996-06-30,99.4579511386782
1996-07-31,99.542905391715
1996-08-31,99.6103659101603
1996-09-30,99.6745165864154
1996-10-31,99.7398864643066
1996-11-30,99.8139714827526
1996-12-31,99.8934383056435
1997-01-31,99.9865761280944
1997-02-28,100.100917214868
1997-03-31,100.224269113566
1997-04-30,100.352324497862
1997-05-31,100.480247202815
1997-06-30,100.602738709347
1997-07-31,100.709881178944
1997-08-31,100.786890310613
1997-09-30,100.838372993521
1997-10-31,100.865540097185
1997-11-30,100.863522634217
1997-12-31,100.831379331165
1998-01-31,100.785096556711
1998-02-28,100.724548051591
1998-03-31,100.63323136626
1998-04-30,100.508591437907
1998-05-31,100.352231293716
1998-06-30,100.174447350446
1998-07-31,100.002909487788
1998-08-31,99.859260513916
1998-09-30,99.7724257511966
1998-10-31,99.7734930314187
1998-11-30,99.8654577488003
1998-12-31,100.01540962222
1999-01-31,100.200635892047
1999-02-28,100.38920037743
1999-03-31,100.558764141261
1999-04-30,100.707220384374
1999-05-31,100.834440546679
1999-06-30,100.931107718402
1999-07-31,101.000357320226
1999-08-31,101.050799169443
1999-09-30,101.095251888465
1999-10-31,101.141147279215
1999-11-30,101.189117195026
1999-12-31,101.222946798164
2000-01-31,101.219040005427
2000-02-29,101.162407268279
2000-03-31,101.077728549174
2000-04-30,100.972918973116
2000-05-31,100.843179582398
2000-06-30,100.696557498644
2000-07-31,100.533649012183
2000-08-31,100.341437332615
2000-09-30,100.117163085797
2000-10-31,99.845862042196
2000-11-30,99.5364883829227
2000-12-31,99.2027311783173
2001-01-31,98.8977118291868
2001-02-28,98.6633444365978
2001-03-31,98.5113109287707
2001-04-30,98.4341429418399
2001-05-31,98.4093787850464
2001-06-30,98.3877703757679
2001-07-31,98.3470799049869
2001-08-31,98.2898721275022
2001-09-30,98.2526022827684
2001-10-31,98.2980759231206
2001-11-30,98.4495775740104
2001-12-31,98.6881203397396
2002-01-31,98.9645097227975
2002-02-28,99.2266230126037
2002-03-31,99.4239682228342
2002-04-30,99.5064835878171
2002-05-31,99.4562854027922
2002-06-30,99.2810408832808
2002-07-31,99.0280019563269
2002-08-31,98.7574826433352
2002-09-30,98.5061742163219
2002-10-31,98.3080861930555
2002-11-30,98.1770398829646
2002-12-31,98.0890257449653
2003-01-31,98.0249320111241
2003-02-28,97.9945856116815
2003-03-31,98.0268919944986
2003-04-30,98.1461368087323
2003-05-31,98.3469773555515
2003-06-30,98.6050588065364
2003-07-31,98.9074119469114
2003-08-31,99.2442777772604
2003-09-30,99.6051685687014
2003-10-31,99.9708753697681
2003-11-30,100.311549017253
2003-12-31,100.597078751562
2004-01-31,100.812085302142
2004-02-29,100.940752972377
2004-03-31,101.000403451475
2004-04-30,101.002034544325
2004-05-31,100.96392864533
2004-06-30,100.894589412851
2004-07-31,100.799455350627
2004-08-31,100.693189231991
2004-09-30,100.600040965686
2004-10-31,100.536789309556
2004-11-30,100.511234712886
2004-12-31,100.499383160057
2005-01-31,100.468805982815
2005-02-28,100.41337668693
2005-03-31,100.343261685358
2005-04-30,100.291108331547
2005-05-31,100.279832932897
2005-06-30,100.307383811329
2005-07-31,100.35106759064
2005-08-31,100.413911417727
2005-09-30,100.508460720673
2005-10-31,100.645129287262
2005-11-30,100.810458137317
2005-12-31,100.968172183966
2006-01-31,101.089673996109
2006-02-28,101.165942404986
2006-03-31,101.191984123628
2006-04-30,101.165099382773
2006-05-31,101.107889740543
2006-06-30,101.056049437639
2006-07-31,101.027028667285
2006-08-31,101.03992828142
2006-09-30,101.100331761277
2006-10-31,101.189433939428
2006-11-30,101.294475571751
2006-12-31,101.406336534732
2007-01-31,101.51411667166
2007-02-28,101.618502689396
2007-03-31,101.725793676587
2007-04-30,101.827277977244
2007-05-31,101.904182062301
2007-06-30,101.943786193043
2007-07-31,101.931432281444
2007-08-31,101.864234983953
2007-09-30,101.767176448206
2007-10-31,101.658861796134
2007-11-30,101.544242500462
2007-12-31,101.433924058533
2008-01-31,101.318430693939
2008-02-29,101.185515690958
2008-03-31,101.035091499522
2008-04-30,100.847819510689
2008-05-31,100.595554471447
2008-06-30,100.244591290256
2008-07-31,99.7644207214979
2008-08-31,99.1415520097714
2008-09-30,98.3882057533338
2008-10-31,97.5600517076138
2008-11-30,96.7674654451849
2008-12-31,96.1010046278496
2009-01-31,95.6178775544169
2009-02-28,95.3515630149339
2009-03-31,95.3179706345134
2009-04-30,95.5076874967986
2009-05-31,95.8589662548783
2009-06-30,96.3078048146749
2009-07-31,96.7981462275502
2009-08-31,97.2935013032682
2009-09-30,97.7662187073541
2009-10-31,98.1999790814303
2009-11-30,98.5968917874036
2009-12-31,98.961474540792
2010-01-31,99.2760521324954
2010-02-28,99.5092602798018
2010-03-31,99.6644939519617
2010-04-30,99.7267225804115
2010-05-31,99.7051135480182
2010-06-30,99.6349886301575
2010-07-31,99.5743169596596
2010-08-31,99.5684769383215
2010-09-30,99.6285548839655
2010-10-31,99.7436690833091
2010-11-30,99.9053999863445
2010-12-31,100.077893561266
2011-01-31,100.224120702942
2011-02-28,100.31215851595
2011-03-31,100.309919874833
2011-04-30,100.215283689083
2011-05-31,100.038699181501
2011-06-30,99.7999086185882
2011-07-31,99.5435084023178
2011-08-31,99.3269330010187
2011-09-30,99.2131087930836
2011-10-31,99.2297739676804
2011-11-30,99.3588384504295
2011-12-31,99.5532615904051
2012-01-31,99.7476555297512
2012-02-29,99.884054661126
2012-03-31,99.9381222473852
2012-04-30,99.9131855583017
2012-05-31,99.8303773980414
2012-06-30,99.7262228257854
2012-07-31,99.646723798419
2012-08-31,99.6161810294287
2012-09-30,99.6459313145143
2012-10-31,99.7122068212333
2012-11-30,99.7984862197224
2012-12-31,99.9071268100685
2013-01-31,100.033792396583
2013-02-28,100.163434982318
2013-03-31,100.272518299891
2013-04-30,100.374726215264
2013-05-31,100.475907368897
2013-06-30,100.555632181169
2013-07-31,100.603544962411
2013-08-31,100.631247197535
2013-09-30,100.642003343085
2013-10-31,100.644779167266
2013-11-30,100.647867903842
2013-12-31,100.641551606953
2014-01-31,100.630957395129
2014-02-28,100.646256706685
2014-03-31,100.687683360267
2014-04-30,100.739145655041
2014-05-31,100.784448301165
2014-06-30,100.817928814676
2014-07-31,100.835304890444
2014-08-31,100.839004988136
2014-09-30,100.83019398831
2014-10-31,100.805610916119
2014-11-30,100.765372537405
2014-12-31,100.704425282324
2015-01-31,100.623609973313
2015-02-28,100.528795072889
2015-03-31,100.429290122604
2015-04-30,100.329932165441
2015-05-31,100.22475204381
2015-06-30,100.110160849281
2015-07-31,99.9670951492468
2015-08-31,99.8065127615467
2015-09-30,99.6518011579605
2015-10-31,99.5244450450586
2015-11-30,99.4174875147249
2015-12-31,99.3244090362024
2016-01-31,99.248570555345
2016-02-29,99.1965190608791
2016-03-31,99.1772241801837
2016-04-30,99.1748360156438
2016-05-31,99.1749469037768
2016-06-30,99.1718512024761
2016-07-31,99.1820059851582
2016-08-31,99.217651591361
2016-09-30,99.2919123213967
2016-10-31,99.4023853838392
2016-11-30,99.5377259033229
2016-12-31,99.6776000446612
2017-01-31,99.7913882015429
2017-02-28,99.8667380438399
2017-03-31,99.9032250146142
2017-04-30,99.9154369310338
2017-05-31,99.9219409057597
2017-06-30,99.9360954707308
2017-07-31,99.9640532245657
2017-08-31,100.02859499823
2017-09-30,100.121372288356
2017-10-31,100.231482799042
2017-11-30,100.343230403468
2017-12-31,100.453826237883
2018-01-31,100.563151638595
2018-02-28,100.663172575317
2018-03-31,100.728383790857
2018-04-30,100.751286560047
2018-05-31,100.740420163626
2018-06-30,100.701952768223
2018-07-31,100.637829832259
2018-08-31,100.550550149249
2018-09-30,100.42655573166
2018-10-31,100.260680955506
2018-11-30,100.067496314271
2018-12-31,99.8676806730612
2019-01-31,99.6817028006008
2019-02-28,99.5260098760028
2019-03-31,99.402091086079
2019-04-30,99.2899451256128
2019-05-31,99.1860149873502
2019-06-30,99.0905745360445
2019-07-31,99.010541959081
2019-08-31,98.9568266173367
2019-09-30,98.9557189266599
2019-10-31,99.004610395867
2019-11-30,99.0804342527389
2019-12-31,99.1535699135916
2020-01-31,99.1893692028362
2020-02-29,99.1606797692791
2020-03-31,97.9153052948529
2020-04-30,93.4145850175595
2020-05-31,94.9339226199598
2020-06-30,96.5790377260733
2020-07-31,97.9719223103784
2020-08-31,98.6035684901226
2020-09-30,98.862909566625
2020-10-31,99.1819760943655
2020-11-30,99.5322578509332
2020-12-31,99.9017231872316
2021-01-31,100.233145668102
2021-02-28,100.566153986756
2021-03-31,100.857327053204
2021-04-30,101.098901441233
2021-05-31,101.167413767504
2021-06-30,101.172891507293
2021-07-31,101.129862635927
2021-08-31,101.067556929445
2021-09-30,101.014949278263
2021-10-31,100.975450143387
2021-11-30,100.941073450493
2021-12-31,100.894242059523
2022-01-31,100.817680436833
2022-02-28,100.704747748527
2022-03-31,100.542389489873
2022-04-30,100.330479544966
2022-05-31,100.073649883737
2022-06-30,99.8088911555532
2022-07-31,99.5793642635806
2022-08-31,99.3985509179673
2022-09-30,99.2530711721608
2022-10-31,99.1344864158632
2022-11-30,99.0442290184536
2022-12-31,98.9919470057614
2023-01-31,98.971317038497
2023-02-28,98.9649189600269
2023-03-31,98.9752834394857
2023-04-30,99.0179418558547
2023-05-31,99.0936654901521
2023-06-30,99.1965416900797
2023-07-31,99.3015695025845
2023-08-31,99.4005919336956
2023-09-30,99.4923737805652
