DATE,DGS3
2008-01,0.6834290626809552
2008-02,0.541671426586954
2008-03,0.4277486758605529
2008-04,0.6253693655932364
2008-05,0.7459858819912155
2008-06,0.8889612994135303
2008-07,0.8646625693153309
2008-08,0.7494073717574401
2008-09,0.6172401003403556
2008-10,0.5014206024023915
2008-11,0.310665702827279
2008-12,0.2638203221378665
2009-01,0.2529699989949654
2009-02,0.2947664582073273
2009-03,0.3321747574358289
2009-04,0.316124231743403
2009-05,0.3186054414301134
2009-06,0.4677149835685406
2009-07,0.4021145473126559
2009-08,0.4096830835542595
2009-09,0.3607384217249638
2009-10,0.3568520405201498
2009-11,0.2820480609351266
2009-12,0.3528130082563985
2010-01,0.3249829456712596
2010-02,0.3025832802403723
2010-03,0.4101642626516968
2010-04,0.4297163712241654
2010-05,0.2996122284177849
2010-06,0.2928974009819742
2010-07,0.2269085520552187
2010-08,0.1873531906303112
2010-09,0.1679147547431714
2010-10,0.1200537665981655
2010-11,0.1437743932441357
2010-12,0.2428532993707379
2011-01,0.2268493205854054
2011-02,0.2740987153809735
2011-03,0.3080222327626001
2011-04,0.2719312996020862
2011-05,0.215898440255867
2011-06,0.1687588938144328
2011-07,0.1451488252189579
2011-08,0.0919073843321789
2011-09,0.0769868265893074
2011-10,0.0985345354215934
2011-11,0.0817123900578458
2011-12,0.0845249399376681
2012-01,0.0740870797986514
2012-02,0.0797729270264371
2012-03,0.1178560610989913
2012-04,0.0947238723773808
2012-05,0.0889720323733025
2012-06,0.0849575166192773
2012-07,0.0718475135790197
2012-08,0.0881112993600967
2012-09,0.0662962672837876
2012-10,0.0804262813764395
2012-11,0.0734457174025116
2012-12,0.0732316171758984
2013-01,0.085281761107903
2013-02,0.0784761671128322
2013-03,0.0800969620033722
2013-04,0.0776390624709217
2013-05,0.0908141117411711
2013-06,0.1219414107920251
2013-07,0.1517046141919462
2013-08,0.167015987068871
2013-09,0.1679892267230389
2013-10,0.1475930860571486
2013-11,0.1161451839419369
2013-12,0.1541955113135986
2014-01,0.1771109808554209
2014-02,0.1392283925331967
2014-03,0.1862484813212084
2014-04,0.2031957910824349
2014-05,0.18861036878006
2014-06,0.2082142927346013
2014-07,0.2375861284039133
2014-08,0.2139757695393735
2014-09,0.2455126722941041
2014-10,0.21125007803933
2014-11,0.188236583106685
2014-12,0.2622008772388176
2015-01,0.195532959707781
2015-02,0.2061884287475317
2015-03,0.2492751287650956
2015-04,0.2087415427991668
2015-05,0.214643290150033
2015-06,0.2624557630042727
2015-07,0.2518802961875848
2015-08,0.2400983925477211
2015-09,0.2358094706072637
2015-10,0.2137334373170509
2015-11,0.2553709100983998
2015-12,0.3230087478055934
2016-01,0.2403169875994515
2016-02,0.1954220091971934
2016-03,0.2551020568462623
2016-04,0.2116896983128589
2016-05,0.2252047869902662
2016-06,0.2074132124318382
2016-07,0.1714798240533146
2016-08,0.215995839323327
2016-09,0.206421100311217
2016-10,0.2175339824760265
2016-11,0.2743004674895863
2016-12,0.3655701273256839
2017-01,0.3412916481478678
2017-02,0.3200367389181719
2017-03,0.4359622563306311
2017-04,0.3126414210336561
2017-05,0.3826481223047653
2017-06,0.3834666864852261
2017-07,0.3585787882720337
2017-08,0.4014543551375562
2017-09,0.3503015982780093
2017-10,0.4197169589069511
2017-11,0.4567489852932154
2017-12,0.472888982165317
2018-01,0.5620870714637094
2018-02,0.5565998597656638
2018-03,0.6529110831243632
2018-04,0.6872863996952583
2018-05,0.7806195566862042
2018-06,0.7302727572416905
2018-07,0.7482269975103109
2018-08,0.8494806448792334
2018-09,0.7016357871657835
2018-10,0.8900406993504764
2018-11,0.7739366869884399
2018-12,0.6502519000251459
2019-01,0.6868012718511729
2019-02,0.5931994076787996
2019-03,0.6341090131081626
2019-04,0.6149224736489183
2019-05,0.6011417252554543
2019-06,0.4217413277355155
2019-07,0.4802063741099891
2019-08,0.3896077195154963
2019-09,0.3705226820066254
2019-10,0.3960509806375611
2019-11,0.3550733534204422
2019-12,0.4054057169885097
2020-01,0.3721750017837275
2020-02,0.2797579021864602
2020-03,0.1168338414095939
2020-04,0.0603688350028801
2020-05,0.0445145274282923
2020-06,0.0505813600841635
2020-07,0.0389041437935342
2020-08,0.0344522466223133
2020-09,0.0337300494721897
2020-10,0.0401478608525267
2020-11,0.0418056663147616
2020-12,0.0422280423842775
2021-01,0.0383803737595211
2021-02,0.0414926085331928
2021-03,0.075391150256783
2021-04,0.0789283720264779
2021-05,0.0668335669976931
2021-06,0.0892917589304977
2021-07,0.0882037197630227
2021-08,0.0963708988875604
2021-09,0.1039165898996214
2021-10,0.1428716246079848
2021-11,0.1773019671410614
2021-12,0.2319593553510461
